,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Avg_Bedrooms_Per_Household,Avg_Rooms_Per_Household,population,households,median_income,ocean_proximity,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,Lat-Long
58,-122.28,37.82,52.0,1387.0,341.0,1.1217105263157894,4.5625,1074.0,304.0,12171.0,NEAR BAY,80300.0,0,0,0,1,0,"(37.82, -122.28)"
59,-122.29,37.82,2.0,158.0,43.0,0.7543859649122807,2.7719298245614037,94.0,57.0,25625.0,NEAR BAY,60000.0,0,0,0,1,0,"(37.82, -122.29)"
60,-122.29,37.83,52.0,1121.0,211.0,1.1283422459893049,5.994652406417113,554.0,187.0,33929.0,NEAR BAY,75700.0,0,0,0,1,0,"(37.83, -122.29)"
61,-122.29,37.82,49.0,135.0,29.0,1.2608695652173914,5.869565217391305,86.0,23.0,61182.99999999999,NEAR BAY,75000.0,0,0,0,1,0,"(37.82, -122.29)"
62,-122.29,37.81,50.0,760.0,190.0,1.5573770491803278,6.229508196721311,377.0,122.0,9011.0,NEAR BAY,86100.0,0,0,0,1,0,"(37.81, -122.29)"
63,-122.3,37.81,52.0,1224.0,237.0,1.490566037735849,7.69811320754717,521.0,159.0,11909.999999999998,NEAR BAY,76100.0,0,0,0,1,0,"(37.81, -122.3)"
64,-122.3,37.81,48.0,828.0,182.0,1.368421052631579,6.225563909774436,392.0,133.0,25938.0,NEAR BAY,73500.0,0,0,0,1,0,"(37.81, -122.3)"
65,-122.3,37.81,52.0,1010.0,209.0,1.1176470588235294,5.401069518716578,604.0,187.0,11667.0,NEAR BAY,78400.0,0,0,0,1,0,"(37.81, -122.3)"
66,-122.3,37.81,48.0,1455.0,354.0,1.0662650602409638,4.382530120481928,788.0,332.0,8056.0,NEAR BAY,84400.0,0,0,0,1,0,"(37.81, -122.3)"
67,-122.29,37.8,52.0,1027.0,244.0,1.6598639455782314,6.98639455782313,492.0,147.0,26094.0,NEAR BAY,81300.0,0,0,0,1,0,"(37.8, -122.29)"
68,-122.3,37.81,52.0,572.0,109.0,1.329268292682927,6.975609756097561,274.0,82.0,18516.0,NEAR BAY,85000.0,0,0,0,1,0,"(37.81, -122.3)"
69,-122.29,37.81,46.0,2801.0,644.0,1.0540098199672667,4.584288052373159,1823.0,611.0,9802.0,NEAR BAY,129200.0,0,0,0,1,0,"(37.81, -122.29)"
70,-122.29,37.81,26.0,768.0,152.0,1.1968503937007875,6.047244094488189,392.0,127.0,17719.0,NEAR BAY,82500.0,0,0,0,1,0,"(37.81, -122.29)"
71,-122.29,37.81,46.0,935.0,297.0,1.0722021660649819,3.375451263537906,582.0,277.0,7286.0,NEAR BAY,95200.0,0,0,0,1,0,"(37.81, -122.29)"
72,-122.29,37.81,49.0,844.0,204.0,1.3421052631578947,5.552631578947368,560.0,152.0,17500.0,NEAR BAY,75000.0,0,0,0,1,0,"(37.81, -122.29)"
73,-122.29,37.81,46.0,12.0,4.0,0.5714285714285714,1.7142857142857142,18.0,7.0,4999.0,NEAR BAY,67500.0,0,0,0,1,0,"(37.81, -122.29)"
74,-122.29,37.81,20.0,835.0,161.0,1.2105263157894737,6.2781954887218046,290.0,133.0,24830.0,NEAR BAY,137500.0,0,0,0,1,0,"(37.81, -122.29)"
75,-122.28,37.81,17.0,1237.0,462.0,1.0523917995444192,2.8177676537585423,762.0,439.0,9241.0,NEAR BAY,177500.0,0,0,0,1,0,"(37.81, -122.28)"
76,-122.28,37.81,36.0,2914.0,562.0,1.1041257367387034,5.724950884086444,1236.0,509.0,24464.0,NEAR BAY,102100.0,0,0,0,1,0,"(37.81, -122.28)"
77,-122.28,37.81,19.0,1207.0,243.0,1.173913043478261,5.830917874396135,721.0,207.0,11111.0,NEAR BAY,108300.0,0,0,0,1,0,"(37.81, -122.28)"
78,-122.29,37.81,23.0,1745.0,374.0,1.1507692307692308,5.369230769230769,1054.0,325.0,8026.0,NEAR BAY,112500.0,0,0,0,1,0,"(37.81, -122.29)"
79,-122.28,37.8,38.0,684.0,176.0,1.135483870967742,4.412903225806452,344.0,155.0,20114.0,NEAR BAY,131300.0,0,0,0,1,0,"(37.8, -122.28)"
80,-122.28,37.81,17.0,924.0,289.0,1.0,3.1972318339100347,609.0,289.0,15000.0,NEAR BAY,162500.0,0,0,0,1,0,"(37.81, -122.28)"
81,-122.27,37.81,52.0,210.0,56.0,1.0,3.75,183.0,56.0,11667.0,NEAR BAY,112500.0,0,0,0,1,0,"(37.81, -122.27)"
82,-122.28,37.81,52.0,340.0,97.0,1.1149425287356323,3.9080459770114944,200.0,87.0,15208.0,NEAR BAY,112500.0,0,0,0,1,0,"(37.81, -122.28)"
83,-122.28,37.81,52.0,386.0,164.0,1.0580645161290323,2.490322580645161,346.0,155.0,8075.0,NEAR BAY,137500.0,0,0,0,1,0,"(37.81, -122.28)"
84,-122.28,37.81,35.0,948.0,184.0,1.0887573964497042,5.609467455621302,467.0,169.0,18088.0,NEAR BAY,118800.0,0,0,0,1,0,"(37.81, -122.28)"
85,-122.28,37.81,52.0,773.0,143.0,1.2434782608695651,6.721739130434782,377.0,115.0,24083.0,NEAR BAY,98200.0,0,0,0,1,0,"(37.81, -122.28)"
86,-122.27,37.81,40.0,880.0,451.0,1.186842105263158,2.3157894736842106,582.0,380.0,9770.0,NEAR BAY,118800.0,0,0,0,1,0,"(37.81, -122.27)"
87,-122.27,37.81,10.0,875.0,348.0,1.0545454545454545,2.6515151515151514,546.0,330.0,7600.0,NEAR BAY,162500.0,0,0,0,1,0,"(37.81, -122.27)"
88,-122.27,37.8,10.0,105.0,42.0,1.0769230769230769,2.6923076923076925,125.0,39.0,9722.0,NEAR BAY,137500.0,0,0,0,1,0,"(37.8, -122.27)"
89,-122.27,37.8,52.0,249.0,78.0,0.9176470588235294,2.929411764705882,396.0,85.0,12434.0,NEAR BAY,500001.0,0,0,0,1,0,"(37.8, -122.27)"
90,-122.27,37.8,16.0,994.0,392.0,1.0828729281767955,2.74585635359116,800.0,362.0,20938.0,NEAR BAY,162500.0,0,0,0,1,0,"(37.8, -122.27)"
91,-122.28,37.8,52.0,215.0,87.0,0.9886363636363636,2.4431818181818183,904.0,88.0,8668.0,NEAR BAY,137500.0,0,0,0,1,0,"(37.8, -122.28)"
92,-122.28,37.8,52.0,96.0,31.0,0.9117647058823529,2.823529411764706,191.0,34.0,7500.0,NEAR BAY,162500.0,0,0,0,1,0,"(37.8, -122.28)"
93,-122.27,37.79,27.0,1055.0,347.0,1.1490066225165563,3.493377483443709,718.0,302.0,26354.000000000004,NEAR BAY,187500.0,0,0,0,1,0,"(37.79, -122.27)"
94,-122.27,37.8,39.0,1715.0,623.0,1.3340471092077089,3.6723768736616704,1327.0,467.0,18477.0,NEAR BAY,179200.0,0,0,0,1,0,"(37.8, -122.27)"
95,-122.26,37.8,36.0,5329.0,2477.0,1.066293585880327,2.294016358157555,3469.0,2323.0,20096.0,NEAR BAY,130000.0,0,0,0,1,0,"(37.8, -122.26)"
96,-122.26,37.82,31.0,4596.0,1331.0,1.1279661016949152,3.8949152542372882,2048.0,1180.0,28344.999999999996,NEAR BAY,183800.0,0,0,0,1,0,"(37.82, -122.26)"
97,-122.26,37.81,29.0,335.0,107.0,1.1758241758241759,3.681318681318681,202.0,91.0,20062.000000000004,NEAR BAY,125000.0,0,0,0,1,0,"(37.81, -122.26)"
98,-122.26,37.82,22.0,3682.0,1270.0,1.016,2.9456,2024.0,1250.0,12185.0,NEAR BAY,170000.0,0,0,0,1,0,"(37.82, -122.26)"
99,-122.26,37.82,37.0,3633.0,1085.0,1.1071428571428572,3.7071428571428573,1838.0,980.0,26104.0,NEAR BAY,193100.0,0,0,0,1,0,"(37.82, -122.26)"
100,-122.25,37.81,29.0,4656.0,1414.0,1.1312,3.7248,2304.0,1250.0,24912.0,NEAR BAY,257800.0,0,0,0,1,0,"(37.81, -122.25)"
101,-122.25,37.81,28.0,5806.0,1603.0,1.070808283233133,3.8784235136940546,2563.0,1497.0,32176.999999999996,NEAR BAY,273400.0,0,0,0,1,0,"(37.81, -122.25)"
102,-122.25,37.81,39.0,854.0,242.0,1.0614035087719298,3.745614035087719,389.0,228.0,31250.0,NEAR BAY,237500.0,0,0,0,1,0,"(37.81, -122.25)"
103,-122.25,37.81,52.0,2155.0,701.0,1.1435562805872757,3.5154975530179446,895.0,613.0,25795.0,NEAR BAY,350000.0,0,0,0,1,0,"(37.81, -122.25)"
104,-122.26,37.81,34.0,5871.0,1914.0,1.0698714365567357,3.281721632196758,2689.0,1789.0,28405.999999999996,NEAR BAY,335700.0,0,0,0,1,0,"(37.81, -122.26)"
105,-122.24,37.82,52.0,1509.0,225.0,0.9221311475409836,6.184426229508197,674.0,244.0,49306.0,NEAR BAY,313400.0,0,0,0,1,0,"(37.82, -122.24)"
106,-122.24,37.81,52.0,2026.0,482.0,1.0570175438596492,4.442982456140351,709.0,456.0,32727.0,NEAR BAY,268500.0,0,0,0,1,0,"(37.81, -122.24)"
107,-122.25,37.81,52.0,1758.0,460.0,1.0900473933649288,4.165876777251185,686.0,422.0,31690.999999999996,NEAR BAY,259400.0,0,0,0,1,0,"(37.81, -122.25)"
108,-122.24,37.82,52.0,3481.0,751.0,1.0459610027855153,4.848189415041783,1444.0,718.0,39000.0,NEAR BAY,275700.0,0,0,0,1,0,"(37.82, -122.24)"
109,-122.25,37.82,28.0,3337.0,855.0,1.0660847880299251,4.160847880299252,1520.0,802.0,39063.0,NEAR BAY,225000.0,0,0,0,1,0,"(37.82, -122.25)"
110,-122.25,37.82,52.0,1424.0,289.0,1.1422924901185771,5.628458498023716,550.0,253.0,50917.0,NEAR BAY,262500.0,0,0,0,1,0,"(37.82, -122.25)"
111,-122.25,37.82,32.0,3809.0,1098.0,1.0743639921722115,3.7270058708414875,1806.0,1022.0,26429.0,NEAR BAY,218500.0,0,0,0,1,0,"(37.82, -122.25)"
112,-122.25,37.82,26.0,3959.0,1196.0,0.9827444535743632,3.2530813475760065,1749.0,1217.0,30233.0,NEAR BAY,255000.0,0,0,0,1,0,"(37.82, -122.25)"
113,-122.25,37.83,52.0,2376.0,559.0,1.0770712909441233,4.578034682080925,939.0,519.0,31484.0,NEAR BAY,224100.0,0,0,0,1,0,"(37.83, -122.25)"
114,-122.25,37.83,35.0,1613.0,428.0,1.014218009478673,3.822274881516588,675.0,422.0,34722.0,NEAR BAY,243100.0,0,0,0,1,0,"(37.83, -122.25)"
115,-122.25,37.83,52.0,1279.0,287.0,0.9862542955326461,4.3951890034364265,534.0,291.0,31429.0,NEAR BAY,231600.0,0,0,0,1,0,"(37.83, -122.25)"
116,-122.25,37.83,28.0,5022.0,1750.0,1.053582179409994,3.0234798314268514,2558.0,1661.0,24234.0,NEAR BAY,218500.0,0,0,0,1,0,"(37.83, -122.25)"
117,-122.25,37.83,52.0,4190.0,1105.0,1.0655737704918034,4.040501446480231,1786.0,1037.0,30897.0,NEAR BAY,234100.0,0,0,0,1,0,"(37.83, -122.25)"
118,-122.23,37.84,50.0,2515.0,399.0,1.0697050938337802,6.742627345844504,970.0,373.0,58596.0,NEAR BAY,327600.0,0,0,0,1,0,"(37.84, -122.23)"
119,-122.23,37.84,47.0,3175.0,454.0,0.9360824742268041,6.546391752577319,1098.0,485.0,52868.00000000001,NEAR BAY,347600.0,0,0,0,1,0,"(37.84, -122.23)"
120,-122.24,37.83,41.0,2576.0,406.0,1.0797872340425532,6.851063829787234,794.0,376.0,59560.00000000001,NEAR BAY,366100.0,0,0,0,1,0,"(37.83, -122.24)"
121,-122.24,37.85,37.0,334.0,54.0,1.148936170212766,7.1063829787234045,98.0,47.0,49643.0,NEAR BAY,335000.0,0,0,0,1,0,"(37.85, -122.24)"
122,-122.23,37.85,52.0,2800.0,411.0,1.0198511166253101,6.947890818858561,1061.0,403.0,63434.0,NEAR BAY,373600.0,0,0,0,1,0,"(37.85, -122.23)"
123,-122.24,37.84,52.0,3529.0,574.0,1.0342342342342343,6.358558558558559,1177.0,555.0,51773.0,NEAR BAY,389500.0,0,0,0,1,0,"(37.84, -122.24)"
124,-122.24,37.85,52.0,2612.0,365.0,0.9945504087193461,7.11716621253406,901.0,367.0,72354.0,NEAR BAY,391100.0,0,0,0,1,0,"(37.85, -122.24)"
125,-122.22,37.85,28.0,5287.0,1048.0,1.096234309623431,5.5303347280334725,2031.0,956.0,54570.00000000001,NEAR BAY,337300.0,0,0,0,1,0,"(37.85, -122.22)"
126,-122.22,37.84,50.0,2935.0,473.0,0.9874739039665971,6.127348643006263,1031.0,479.0,75000.0,NEAR BAY,295200.0,0,0,0,1,0,"(37.84, -122.22)"
127,-122.21,37.84,44.0,3424.0,597.0,1.0,5.735343383584589,1358.0,597.0,60194.0,NEAR BAY,292300.0,0,0,0,1,0,"(37.84, -122.21)"
128,-122.21,37.83,40.0,4991.0,674.0,1.0305810397553516,7.631498470948012,1616.0,654.0,75544.0,NEAR BAY,411500.0,0,0,0,1,0,"(37.83, -122.21)"
129,-122.2,37.84,30.0,2211.0,346.0,1.0087463556851313,6.446064139941691,844.0,343.0,60666.0,NEAR BAY,311500.0,0,0,0,1,0,"(37.84, -122.2)"
130,-122.21,37.84,34.0,3038.0,490.0,0.9879032258064516,6.125,1140.0,496.0,70548.0,NEAR BAY,325900.0,0,0,0,1,0,"(37.84, -122.21)"
131,-122.19,37.84,18.0,1617.0,210.0,1.0824742268041236,8.335051546391753,533.0,194.0,116016.99999999999,NEAR BAY,392600.0,0,0,0,1,0,"(37.84, -122.19)"
132,-122.2,37.84,35.0,2865.0,460.0,1.0383747178329572,6.467268623024831,1072.0,443.0,74882.0,NEAR BAY,319300.0,0,0,0,1,0,"(37.84, -122.2)"
133,-122.21,37.83,34.0,5065.0,788.0,1.0287206266318538,6.6122715404699735,1627.0,766.0,68976.0,NEAR BAY,333300.0,0,0,0,1,0,"(37.83, -122.21)"
134,-122.19,37.83,28.0,1326.0,184.0,0.968421052631579,6.978947368421053,463.0,190.0,82049.0,NEAR BAY,335200.0,0,0,0,1,0,"(37.83, -122.19)"
135,-122.2,37.83,26.0,1589.0,223.0,1.0568720379146919,7.530805687203792,542.0,211.0,84010.0,NEAR BAY,351200.0,0,0,0,1,0,"(37.83, -122.2)"
136,-122.19,37.83,29.0,1791.0,271.0,1.0074349442379182,6.657992565055762,661.0,269.0,68538.0,NEAR BAY,368900.0,0,0,0,1,0,"(37.83, -122.19)"
137,-122.19,37.82,32.0,1835.0,264.0,1.0038022813688212,6.977186311787072,635.0,263.0,83170.0,NEAR BAY,365900.0,0,0,0,1,0,"(37.82, -122.19)"
138,-122.2,37.82,37.0,1229.0,181.0,1.0284090909090908,6.982954545454546,420.0,176.0,70175.0,NEAR BAY,366700.0,0,0,0,1,0,"(37.82, -122.2)"
139,-122.2,37.82,39.0,3770.0,534.0,1.068,7.54,1265.0,500.0,63301.99999999999,NEAR BAY,362800.0,0,0,0,1,0,"(37.82, -122.2)"
140,-122.18,37.81,30.0,292.0,38.0,0.7307692307692307,5.615384615384615,126.0,52.0,63624.0,NEAR BAY,483300.0,0,0,0,1,0,"(37.81, -122.18)"
141,-122.21,37.82,52.0,2375.0,333.0,0.9514285714285714,6.785714285714286,813.0,350.0,70549.0,NEAR BAY,331400.0,0,0,0,1,0,"(37.82, -122.21)"
142,-122.2,37.81,45.0,2964.0,436.0,1.0234741784037558,6.957746478873239,1067.0,426.0,67851.0,NEAR BAY,323500.0,0,0,0,1,0,"(37.81, -122.2)"
143,-122.21,37.8,50.0,2833.0,605.0,1.0960144927536233,5.132246376811594,1260.0,552.0,28929.0,NEAR BAY,216700.0,0,0,0,1,0,"(37.8, -122.21)"
144,-122.21,37.8,38.0,2254.0,535.0,1.0985626283367556,4.628336755646817,951.0,487.0,30812.0,NEAR BAY,233100.0,0,0,0,1,0,"(37.8, -122.21)"
145,-122.21,37.81,52.0,1389.0,212.0,0.9464285714285714,6.200892857142857,510.0,224.0,52402.0,NEAR BAY,296400.0,0,0,0,1,0,"(37.81, -122.21)"
146,-122.22,37.81,52.0,1971.0,335.0,1.0876623376623376,6.39935064935065,765.0,308.0,65217.0,NEAR BAY,273700.0,0,0,0,1,0,"(37.81, -122.22)"
147,-122.22,37.8,52.0,2183.0,465.0,1.0108695652173914,4.745652173913044,1129.0,460.0,32632.0,NEAR BAY,227700.0,0,0,0,1,0,"(37.8, -122.22)"
148,-122.22,37.8,52.0,2286.0,464.0,1.0521541950113378,5.183673469387755,1073.0,441.0,30298.0,NEAR BAY,199600.0,0,0,0,1,0,"(37.8, -122.22)"
149,-122.22,37.8,52.0,2721.0,541.0,1.050485436893204,5.283495145631068,1185.0,515.0,45428.0,NEAR BAY,239800.0,0,0,0,1,0,"(37.8, -122.22)"
150,-122.22,37.81,52.0,2024.0,339.0,0.9970588235294118,5.952941176470588,756.0,340.0,40720.0,NEAR BAY,270100.0,0,0,0,1,0,"(37.81, -122.22)"
151,-122.22,37.81,52.0,2944.0,536.0,1.0287907869481765,5.65067178502879,1034.0,521.0,53509.0,NEAR BAY,302100.0,0,0,0,1,0,"(37.81, -122.22)"
